userid,age,occupation,gender
14393,28,sales/marketing,F
14394,26,scientist,M
14395,30,homemaker,F
14396,26,college/grad student,M
14397,32,executive/managerial,M
14398,18,sales/marketing,F
14399,30,college/grad student,M
14400,29,executive/managerial,M
14401,21,college/grad student,M
14402,24,sales/marketing,M
14403,29,programmer,M
14404,30,other or not specified,M
14405,30,self-employed,M
14406,29,sales/marketing,M
14407,25,executive/managerial,M
14408,32,executive/managerial,M
14409,32,sales/marketing,M
14410,78,retired,F
14411,18,college/grad student,M
14412,30,executive/managerial,M
14413,28,college/grad student,M
14414,24,sales/marketing,M
14415,29,K-12 student,F
14416,28,other or not specified,M
14417,30,college/grad student,F
14418,29,sales/marketing,M
14419,29,other or not specified,F
14420,31,college/grad student,M
14421,31,sales/marketing,M
14422,34,homemaker,F
14423,33,sales/marketing,M
14424,32,academic/educator,F
14425,25,other or not specified,M
14426,28,self-employed,F
14427,35,academic/educator,M
14428,26,college/grad student,M
14429,27,other or not specified,M
14430,28,sales/marketing,M
14431,28,college/grad student,M
14432,38,executive/managerial,F
14433,26,programmer,M
14434,28,scientist,M
14435,30,self-employed,M
14436,28,college/grad student,M
14437,26,sales/marketing,F
14438,33,executive/managerial,M
14439,31,executive/managerial,M
14440,27,self-employed,F
14441,33,executive/managerial,M
14442,21,college/grad student,M
14443,33,executive/managerial,M
14444,27,K-12 student,F
14445,25,college/grad student,M
14446,27,other or not specified,F
14447,31,executive/managerial,M
14448,27,clerical/admin,M
14449,43,sales/marketing,M
14450,27,executive/managerial,M
14451,34,clerical/admin,F
14452,38,writer,M
14453,28,other or not specified,M
14454,34,sales/marketing,M
14455,26,scientist,M
14456,34,sales/marketing,M
14457,33,artist,F
14458,27,artist,F
14459,21,K-12 student,M
14460,25,self-employed,M
14461,11,K-12 student,M
14462,31,artist,M
14463,30,scientist,M
14464,66,academic/educator,F
14465,22,clerical/admin,M
14466,28,self-employed,M
14467,27,college/grad student,M
14468,26,self-employed,M
14469,33,executive/managerial,M
14470,44,lawyer,M
14471,12,K-12 student,M
14472,26,technician/engineer,M
14473,30,sales/marketing,M
14474,33,self-employed,F
14475,29,programmer,M
14476,30,college/grad student,M
14477,29,self-employed,M
14478,34,sales/marketing,F
14479,18,sales/marketing,M
14480,28,artist,M
14481,36,executive/managerial,M
14482,39,executive/managerial,M
14483,30,college/grad student,M
14484,77,academic/educator,F
14485,20,sales/marketing,M
14486,25,executive/managerial,F
14487,32,executive/managerial,F
14488,29,executive/managerial,M
14489,22,scientist,M
14490,30,sales/marketing,F
14491,25,college/grad student,M
14492,32,self-employed,M
14493,31,self-employed,M
14494,30,executive/managerial,M
14495,27,lawyer,M
14496,31,executive/managerial,M
14497,31,artist,F
14498,25,other or not specified,M
14499,25,executive/managerial,M
14500,26,executive/managerial,M
14501,26,sales/marketing,M
14502,18,scientist,F
14503,33,sales/marketing,F
14504,34,K-12 student,M
14505,32,other or not specified,M
14506,44,sales/marketing,M
14507,31,executive/managerial,M
14508,27,executive/managerial,M
14509,28,executive/managerial,M
14510,29,college/grad student,M
14511,24,scientist,M
14512,41,sales/marketing,M
14513,31,college/grad student,M
14514,29,executive/managerial,M
14515,25,college/grad student,M
14516,29,college/grad student,M
14517,31,homemaker,M
14518,33,sales/marketing,M
14519,25,sales/marketing,M
14520,25,executive/managerial,M
14521,27,self-employed,F
14522,29,other or not specified,M
14523,31,college/grad student,M
14524,25,executive/managerial,M
14525,21,K-12 student,M
14526,30,sales/marketing,F
14527,34,other or not specified,M
14528,27,sales/marketing,M
14529,34,self-employed,M
14530,33,self-employed,M
14531,26,college/grad student,M
14532,34,self-employed,M
14533,26,scientist,M
14534,34,homemaker,M
14535,31,college/grad student,M
14536,32,executive/managerial,M
14537,18,K-12 student,F
14538,38,executive/managerial,M
14539,27,college/grad student,M
14540,20,K-12 student,M
14541,28,college/grad student,M
14542,29,executive/managerial,M
14543,25,college/grad student,M
14544,26,artist,M
14545,26,college/grad student,M
14546,28,sales/marketing,M
14547,34,college/grad student,M
14548,37,academic/educator,F
14549,22,scientist,M
14550,23,scientist,M
14551,28,sales/marketing,M
14552,31,sales/marketing,M
14553,33,executive/managerial,F
14554,33,college/grad student,M
14555,18,scientist,M
14556,33,college/grad student,M
14557,30,self-employed,M
14558,30,K-12 student,M
14559,29,sales/marketing,M
14560,32,executive/managerial,M
14561,25,sales/marketing,M
14562,25,executive/managerial,M
14563,27,other or not specified,F
14564,63,executive/managerial,F
14565,29,executive/managerial,M
14566,42,other or not specified,M
14567,34,college/grad student,M
14568,25,executive/managerial,M
14569,24,college/grad student,M
14570,25,self-employed,M
14571,34,college/grad student,M
14572,44,clerical/admin,M
14573,29,homemaker,M
14574,28,executive/managerial,M
14575,34,executive/managerial,M
14576,28,college/grad student,M
14577,21,homemaker,M
14578,33,sales/marketing,F
14579,32,college/grad student,M
14580,32,college/grad student,M
14581,28,sales/marketing,M
14582,18,homemaker,M
14583,29,scientist,M
14584,23,college/grad student,M
14585,25,other or not specified,M
14586,25,executive/managerial,M
14587,27,college/grad student,M
14588,30,college/grad student,M
14589,27,scientist,M
14590,35,executive/managerial,M
14591,33,executive/managerial,M
14592,33,artist,M
14593,31,clerical/admin,M
14594,32,other or not specified,M
14595,31,executive/managerial,M
14596,32,technician/engineer,M
14597,37,other or not specified,M
14598,34,sales/marketing,M
14599,25,executive/managerial,F
14600,33,self-employed,M
14601,30,technician/engineer,M
14602,29,self-employed,M
14603,32,college/grad student,M
14604,28,executive/managerial,M
14605,53,retired,F
14606,29,college/grad student,M
14607,31,scientist,M
14608,34,college/grad student,M
14609,30,college/grad student,M
14610,22,college/grad student,M
14611,34,college/grad student,F
14612,29,college/grad student,M
14613,25,scientist,M
14614,25,college/grad student,M
14615,25,other or not specified,M
14616,29,sales/marketing,M
14617,27,college/grad student,M
14618,26,technician/engineer,M
14619,31,programmer,M
14620,32,executive/managerial,M
14621,21,homemaker,F
14622,29,executive/managerial,M
14623,30,college/grad student,M
14624,34,college/grad student,M
14625,28,homemaker,M
14626,26,scientist,M
14627,23,college/grad student,M
14628,31,scientist,M
14629,29,other or not specified,M
14630,26,college/grad student,M
14631,25,college/grad student,M
14632,25,executive/managerial,M
14633,28,self-employed,F
14634,29,executive/managerial,M
14635,27,college/grad student,M
14636,29,scientist,M
14637,23,sales/marketing,M
14638,29,executive/managerial,M
14639,29,college/grad student,M
14640,34,executive/managerial,M
14641,31,self-employed,F
14642,26,executive/managerial,M
14643,29,college/grad student,M
14644,21,K-12 student,M
14645,30,academic/educator,M
14646,23,scientist,M
14647,34,scientist,M
14648,26,executive/managerial,M
14649,34,sales/marketing,M
14650,30,college/grad student,F
14651,30,customer service,F
14652,31,college/grad student,M
14653,26,sales/marketing,M
14654,29,executive/managerial,M
14655,19,self-employed,F
14656,29,scientist,M
14657,30,college/grad student,F
14658,26,other or not specified,M
14659,18,technician/engineer,M
14660,27,college/grad student,M
14661,26,homemaker,M
14662,28,college/grad student,M
14663,28,executive/managerial,M
14664,29,other or not specified,F
14665,34,sales/marketing,M
14666,32,executive/managerial,M
14667,21,executive/managerial,M
14668,33,self-employed,M
14669,29,college/grad student,M
14670,32,academic/educator,M
14671,46,artist,F
14672,42,other or not specified,M
14673,30,college/grad student,F
14674,33,sales/marketing,M
14675,27,scientist,M
14676,36,self-employed,F
14677,26,scientist,M
14678,49,clerical/admin,M
14679,32,college/grad student,M
14680,30,sales/marketing,M
14681,31,self-employed,M
14682,31,other or not specified,M
14683,31,other or not specified,M
14684,18,K-12 student,M
14685,32,executive/managerial,F
14686,45,other or not specified,M
14687,18,K-12 student,M
14688,26,college/grad student,M
14689,32,programmer,M
14690,31,tradesman/craftsman,M
14691,30,scientist,M
14692,25,executive/managerial,M
14693,27,artist,F
14694,26,college/grad student,M
14695,32,college/grad student,F
14696,38,academic/educator,F
14697,71,academic/educator,F
14698,25,executive/managerial,M
14699,29,college/grad student,M
14700,25,sales/marketing,M
14701,26,college/grad student,M
14702,50,self-employed,M
14703,31,academic/educator,F
14704,27,K-12 student,M
14705,31,artist,M
14706,33,homemaker,M
14707,25,clerical/admin,M
14708,25,self-employed,M
14709,27,executive/managerial,M
14710,32,other or not specified,F
14711,31,executive/managerial,F
14712,23,college/grad student,M
14713,18,sales/marketing,M
14714,31,college/grad student,M
14715,27,retired,M
14716,31,other or not specified,M
14717,27,college/grad student,M
14718,28,college/grad student,M
14719,28,other or not specified,M
14720,33,scientist,M
14721,31,executive/managerial,M
14722,33,college/grad student,M
14723,30,college/grad student,F
14724,32,writer,M
14725,29,college/grad student,M
14726,30,scientist,F
14727,32,college/grad student,M
14728,58,executive/managerial,M
14729,30,sales/marketing,M
14730,31,scientist,F
14731,34,college/grad student,M
14732,27,sales/marketing,M
14733,30,college/grad student,M
14734,21,sales/marketing,M
14735,33,sales/marketing,F
14736,26,academic/educator,M
14737,27,sales/marketing,M
14738,33,college/grad student,M
14739,32,college/grad student,M
14740,34,scientist,M
14741,32,self-employed,M
14742,26,clerical/admin,M
14743,34,executive/managerial,F
14744,25,executive/managerial,M
14745,24,sales/marketing,M
14746,26,self-employed,M
14747,34,artist,M
14748,32,self-employed,F
14749,34,executive/managerial,F
14750,26,college/grad student,M
14751,25,college/grad student,M
14752,52,academic/educator,F
14753,36,self-employed,F
14754,33,other or not specified,F
14755,22,scientist,M
14756,31,academic/educator,F
14757,29,college/grad student,M
14758,22,technician/engineer,M
14759,18,scientist,M
14760,29,other or not specified,M
14761,53,clerical/admin,F
14762,35,executive/managerial,M
14763,32,scientist,M
14764,33,college/grad student,F
14765,27,other or not specified,M
14766,19,sales/marketing,M
14767,27,tradesman/craftsman,M
14768,27,self-employed,M
14769,25,college/grad student,F
14770,28,other or not specified,F
14771,34,scientist,M
14772,32,college/grad student,M
14773,29,other or not specified,M
14774,26,executive/managerial,M
14775,25,scientist,M
14776,30,college/grad student,M
14777,34,academic/educator,F
14778,26,doctor/health care,M
14779,28,homemaker,M
14780,32,academic/educator,M
14781,25,college/grad student,M
14782,31,scientist,M
14783,34,other or not specified,M
14784,29,sales/marketing,F
14785,34,college/grad student,M
14786,28,self-employed,M
14787,32,executive/managerial,M
14788,73,academic/educator,F
14789,31,executive/managerial,M
14790,18,college/grad student,M
14791,34,K-12 student,M
14792,18,K-12 student,M
14793,29,clerical/admin,M
14794,28,executive/managerial,M
14795,31,executive/managerial,M
14796,25,scientist,M
14797,34,college/grad student,M
14798,31,self-employed,M
14799,26,other or not specified,F
14800,22,scientist,M
14801,31,college/grad student,F
14802,33,K-12 student,F
14803,31,scientist,F
14804,32,executive/managerial,M
14805,27,college/grad student,M
14806,32,academic/educator,F
14807,22,college/grad student,M
14808,31,sales/marketing,M
14809,34,academic/educator,F
14810,33,other or not specified,M
14811,26,scientist,M
14812,28,college/grad student,M
14813,36,retired,M
14814,29,executive/managerial,M
14815,29,college/grad student,M
14816,29,academic/educator,F
14817,18,scientist,M
14818,33,college/grad student,M
14819,20,other or not specified,F
14820,27,writer,M
14821,30,college/grad student,M
14822,33,college/grad student,M
14823,31,college/grad student,M
14824,32,college/grad student,M
14825,34,college/grad student,M
14826,26,artist,M
14827,31,college/grad student,M
14828,34,scientist,M
14829,32,tradesman/craftsman,M
14830,18,sales/marketing,M
14831,26,self-employed,M
14832,31,scientist,M
14833,26,scientist,M
14834,34,college/grad student,M
14835,34,college/grad student,M
14836,21,sales/marketing,M
14837,21,scientist,M
14838,27,college/grad student,M
14839,30,other or not specified,M
14840,33,college/grad student,M
14841,31,college/grad student,M
14842,32,writer,M
14843,29,college/grad student,M
14844,29,executive/managerial,M
14845,23,sales/marketing,M
14846,30,retired,F
14847,25,executive/managerial,M
14848,23,sales/marketing,M
14849,18,K-12 student,M
14850,34,college/grad student,M
14851,26,executive/managerial,M
14852,26,artist,F
14853,29,homemaker,M
14854,43,executive/managerial,M
14855,31,executive/managerial,M
14856,26,sales/marketing,M
14857,29,college/grad student,F
14858,33,artist,F
14859,28,sales/marketing,M
14860,28,self-employed,M
14861,33,other or not specified,M
14862,22,scientist,M
14863,25,scientist,F
14864,25,academic/educator,M
14865,30,scientist,M
14866,33,sales/marketing,M
14867,30,sales/marketing,M
14868,34,self-employed,M
14869,26,college/grad student,M
14870,27,executive/managerial,M
14871,33,executive/managerial,F
14872,59,retired,M
14873,29,college/grad student,M
14874,27,scientist,M
14875,67,retired,F
14876,10,K-12 student,F
14877,30,sales/marketing,M
14878,30,sales/marketing,M
14879,30,college/grad student,M
14880,30,college/grad student,M
14881,49,retired,M
14882,33,homemaker,F
14883,18,scientist,F
14884,26,self-employed,M
14885,33,college/grad student,M
14886,41,doctor/health care,M
14887,34,executive/managerial,M
14888,74,retired,M
14889,29,self-employed,M
14890,19,college/grad student,M
14891,27,college/grad student,M
14892,26,executive/managerial,M
14893,42,executive/managerial,M
14894,54,tradesman/craftsman,M
14895,28,college/grad student,F
14896,28,sales/marketing,M
14897,26,sales/marketing,M
14898,33,sales/marketing,M
14899,34,executive/managerial,M
14900,14,K-12 student,M
14901,14,K-12 student,M
14902,34,executive/managerial,M
14903,59,retired,M
14904,32,college/grad student,F
14905,28,college/grad student,M
14906,34,scientist,M
