userid,movieid,minute
91807,ronja+robbersdaughter+1984,97
66502,american+yakuza+1993,90
947,quo+vadis+1951,127
38311,doctor+who+the+time+of+the+doctor+2013,43
154770,three+coins+in+the+fountain+1954,96
256957,heights+2005,61
344578,fuck+off+images+of+finland+1971,24
210588,the+good+guys+and+the+bad+guys+1969,76
347049,the+outlaw+josey+wales+1976,119
188687,jean+de+florette+1986,109
292710,scourge+2008,88
11798,so+close+2002,85
162321,evita+1996,120
215635,laffghanistan+comedy+down+range+,65
140600,the+eiger+sanction+1975,57
162047,jude+1996,84
1393,one+deadly+summer+1983,51
30218,the+romantic+englishwoman+1975,7
72555,quiet+city+2007,8
241497,barbary+coast+1935,44
51523,tarzan+the+ape+man+1932,2
162262,children+who+chase+lost+voices+2011,104
101368,kabluey+2007,49
301592,gantz+2011,91
139126,night+moves+1975,26
341436,in+the+realm+of+the+senses+1976,95
163379,fugitive+pieces+2007,11
239595,manon+of+the+spring+1986,50
318566,the+hound+of+the+baskervilles+2000,39
330703,the+story+of+three+loves+1953,113
253169,the+red+violin+1998,11
126855,running+out+of+time+1999,68
39570,the+given+word+1962,87
265028,tour+de+force+2014,83
78251,12+years+a+slave+2013,16
224660,rising+sun+1993,32
48062,passenger+side+2009,34
331274,captain+video_+master+of+the+stratosphere+1951,226
164626,round+midnight+1986,65
314259,bush+mama+1979,3
160025,willow+1988,91
13369,celestial+wives+of+the+meadow+mari+2012,96
89924,nemesis+3+time+lapse+1996,27
53412,more+wild+wild+west+1980,87
283854,girls+gone+dead+2012,40
243124,murphys+war+1971,48
294203,le+printemps_+lautomne+et+lamour+1955,80
303116,flightplan+2005,84
178076,like+father_+like+son+2013,109
73368,for+your+eyes+only+1981,118
228195,the+beaver+2011,54
36420,the+man+on+the+roof+1976,49
304582,maria+full+of+grace+2004,64
194897,donnie+brasco+1997,4
244202,billy+madison+1995,5
281812,cabaret+1972,69
49058,shadows+2007,55
193752,captain+conan+1996,62
310592,amlie+2001,67
321093,jagged+edge+1985,102
282299,american+graffiti+1973,58
235830,boys+love+2006,81
16764,emma+1996,59
30244,the+blue+max+1966,36
193184,green+dragon+2001,75
145270,tenure+2009,61
161290,under+the+north+star+2009,134
94048,lost+embrace+2004,88
343869,peter+pan+1960,75
175787,summer+in+berlin+2005,106
63140,i+am+a+fugitive+from+a+chain+gang+1932,64
48938,thunderball+1965,106
27230,the+shop+around+the+corner+1940,52
206756,gods+and+generals+2003,17
15331,woman+on+the+beach+2006,124
153539,freedom+downtime+2001,27
175046,the+holiday+2006,28
83152,tin+cup+1996,110
276484,destry+rides+again+1939,20
262234,the+return+2003,36
40441,aurora+borealis+2005,42
250225,elektra+luxx+2010,94
308837,othello+1995,29
321586,it+came+from+beneath+the+sea+1955,19
195481,golden+christmas+2+2011,42
202448,future+weather+2012,18
47292,martha+1974,9
232788,pursued+1947,61
241438,the+ten+commandments+1923,80
137647,freezer+2014,3
261358,shadows+of+a+hot+summer+1978,26
22008,the+devils+rejects+2005,18
36843,crows+zero+ii+2009,126
166569,the+great+king+1942,71
264917,12+angry+men+1997,47
220918,the+leopard+son+1996,15
76124,undiscovered+2005,32
105790,the+white+stripes+under+great+white+northern+lights+2009,75
93570,jour+de+fte+1949,67
103458,carnival+of+souls+1962,77
57948,casino+jack+and+the+united+states+of+money+2010,50
51508,the+strange+case+of+dr.+jekyll+and+mr.+hyde+1968,7
25700,el+siete+machos+1951,95
7364,days+of+glory+1944,11
242226,house+of+strangers+1949,85
339290,pancho_+el+perro+millonario+2014,5
309485,sex+drive+2008,78
277154,fatal+instinct+1993,74
120110,the+criminal+code+1931,10
249471,prozac+nation+2001,35
184735,play+dirty+1969,106
172220,rosetta+1999,93
322948,coast+of+death+2013,79
291881,kean+1924,64
304890,latter+days+2003,76
271232,black+sun+1964,89
5819,live+wire+1992,67
258074,innerspace+1987,71
67297,star+trek+ii+the+wrath+of+khan+1982,5
92217,bang+the+drum+slowly+1973,91
804,baron+blood+1972,83
319233,the+red+tent+1969,155
233555,dark+journey+1937,44
49358,house+party+tonights+the+night+2013,24
254667,play+2011,30
21275,we+bought+a+zoo+2011,30
198921,sybil+1976,93
206662,night+at+the+museum+secret+of+the+tomb+2014,73
89541,teachers+pet+2004,59
65375,oldboy+2003,6
86240,breakout+2013,1
198496,run_+fatboy_+run+2007,97
232139,deuce+bigalow+male+gigolo+1999,1
10274,wrong+turn+3+left+for+dead+2009,77
325938,viva+2007,40
253813,bombardier+1943,71
18528,40+days+and+40+nights+2002,37
7546,the+lost+battalion+2001,25
131290,good+will+hunting+1997,5
263139,fuzz+1972,27
310090,the+land+1969,122
133691,the+tillman+story+2010,2
319121,jurassic+park+1993,115
298806,taste+of+cherry+1997,60
208933,the+mighty+macs+2009,8
73218,of+freaks+and+men+1998,38
229366,middle+men+2009,96
27679,the+search+for+one-eye+jimmy+1994,70
75948,summer+stock+1950,82
59473,amadeus+1984,119
79492,a+king+in+new+york+1957,53
351728,the+glass+house+1972,44
112060,dangerous+corner+1934,42
111462,moving+mcallister+2007,79
38743,swiss+family+robinson+1960,71
175070,acadia+acadia+1971,15
286653,strangers+on+a+train+1951,38
126030,the+wood+1999,78
174471,norte_+the+end+of+history+2013,222
50184,wings+1927,25
57595,in+time+2011,3
273446,prince+valiant+1954,39
236200,tie+me+up+tie+me+down+1989,16
82803,onibaba+1964,39
279778,europa+europa+1990,41
79061,judex+1963,94
298832,edtv+1999,99
279943,endgame+blueprint+for+global+enslavement+2007,13
83977,easier+with+practice+2009,18
193714,the+st.+valentines+day+massacre+1967,27
285155,toothless+1997,7
325028,the+graduate+1967,6
247288,the+wendell+baker+story+2005,55
23596,wadjda+2012,0
39703,conspirators+of+pleasure+1996,0
18574,bay+of+angels+1963,0
341166,sinners+and+saints+2010,1
227581,three+steps+above+heaven+2010,37
101099,white+dog+1982,73
74906,bugsy+1991,2
51989,dark+floors+2008,28
241624,junebug+2005,4
143731,blind+faith+1998,66
16928,night+of+the+demons+1988,28
227717,a+new+leaf+1971,20
17790,attack+the+block+2011,54
139789,talladega+nights+the+ballad+of+ricky+bobby+2006,6
46247,inside+dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+2000,23
136780,americano+2011,23
91969,behind+enemy+lines+2001,73
260150,the+wrecking+crew+2008,69
24132,slow+burn+2005,38
348487,jane+austen+in+manhattan+1980,45
339303,the+hotel+new+hampshire+1984,12
125092,ai+weiwei+never+sorry+2012,64
244514,the+doll+squad+1973,87
243709,these+three+1936,89
351739,our+paradise+2011,5
327891,by+the+people+the+election+of+barack+obama+2009,95
273563,not+for_+or+against+quite+the+contrary+2003,64
167157,a+time+of+roses+1969,70
306932,quill++the+life+of+a+guide+dog+2004,26
177883,amen.+2002,9
184899,ludwig+1972,99
127348,happy+together+1997,85
34544,a+matter+of+size+2009,71
64996,outrage+beyond+2012,47
165544,the+closet+2001,61
265121,lost+in+translation+2003,58
47511,n+1998,66
7410,quiz+show+1994,92
289129,mantle+2005,59
199386,battle+for+brooklyn+2011,93
277749,the+headless+woman+2008,33
13548,the+field+1990,95
57933,neverwhere+1996,146
252378,beware+the+moon+remembering+an+american+werewolf+in+london+2009,41
226889,secret+honor+1984,55
225493,the+darjeeling+limited+2007,48
278303,koyaanisqatsi+1982,85
210109,ivan+vasilyevich+changes+his+profession+1973,72
31003,charlie+chans+murder+cruise+1940,71
230460,the+match+king+1932,25
73803,possession+2002,26
214470,sick+the+life+and+death+of+bob+flanagan_+supermasochist+1997,72
291804,alice+in+the+cities+1974,66
76958,eastern+promises+2007,17
247447,high+hopes+1988,84
97589,conan+obrien+cant+stop+2011,57
242134,bravo+two+zero+1999,114
307185,career+opportunities+1991,3
134251,stevie+2002,42
15406,free+fall+2013,101
111490,once+upon+a+warrior+2011,6
274698,bright+future+2003,76
272968,tainted+1998,31
266759,godzilla+tokyo+s.o.s.+2003,35
286946,ghostbusters+ii+1989,67
242394,the+andromeda+strain+1971,23
202667,children+in+the+wind+1937,30
253130,long+way+round+2004,261
50721,the+jewel+of+the+nile+1985,34
94688,secret+agent+1936,69
81965,the+firm+2009,38
295061,alabamas+ghost+1973,52
157092,girls+against+boys+2012,72
287553,judgment+at+nuremberg+1961,136
266217,pandoras+box+1929,8
37394,i+dont+want+to+sleep+alone+2006,116
3072,d-day+2013,60
250522,batman+returns+1992,110
280688,queen+days+of+our+lives+2011,78
69590,i+vitelloni+1953,38
36241,tomorrow_+the+world+1944,18
294326,trainspotting+1996,67
218411,murder+in+coweta+county+1983,56
210012,borgman+2013,112
52489,lammbock+2001,91
185720,shaft+in+africa+1973,56
196235,levitated+mass+2013,2
304594,the+discovery+of+heaven+2001,88
234513,mafioso+1962,49
231462,resurrecting+the+champ+2007,8
24758,the+savior+1971,70
139422,mr.+average+2006,45
335365,starship+troopers+invasion+2012,29
116802,sansa+2004,51
308093,secrets+of+the+tribe+2010,20
102206,auntie+mame+1958,60
140990,testament+1983,30
184258,scar+2007,86
129119,brooklyn+castle+2012,47
47900,thesis+on+a+homicide+2013,47
4723,the+wooden+bridge+2012,58
240482,innocent+lies+1995,7
299733,the+black+stallion+1979,103
64653,the+glass+menagerie+1950,84
31044,if....+1968,99
170195,cold+prey+2006,11
89680,garfields+fun+fest+2008,14
6284,family+1996,41
204528,for+love+and+gold+1966,96
336905,seven+chances+1925,3
90373,easy+riders_+raging+bulls+2003,83
70238,phoenix+1998,54
182971,its+a+bikini+world+1967,1
50696,la+chinoise+1967,8
212896,leave+her+to+heaven+1945,32
154087,my+life+as+a+dog+1985,60
310971,de+dana+dan+2009,69
326153,bella+2006,31
6970,i+live+my+life+1935,39
127515,sophie+scholl+the+final+days+2005,26
184574,the+hole+2001,95
47327,a+deeper+shade+of+blue+2011,39
101292,les+misrables+1998,25
175010,son+of+god+2014,82
103978,urban+cowboy+1980,97
81099,the+parallax+view+1974,26
295030,you+and+me+1938,77
49870,the+knack...+and+how+to+get+it+1965,58
109855,kids+world+2001,80
235477,dreams+on+spec+2007,38
203833,the+story+of+film+an+odyssey+2011,66
143326,corridors+of+blood+1958,64
90593,guys+and+dolls+1955,26
195482,iceman+2014,48
135614,the+valley+of+gwangi+1969,70
117381,the+improv+50+years+behind+the+brick+wall+2013,44
132386,hot+summer+week+1972,17
339351,the+pelican+brief+1993,136
181916,fist+of+jesus+2012,2
187772,the+white+reindeer+1952,49
227450,the+night+of+the+hunter+1955,76
210277,angel+2007,49
15031,3000+miles+to+graceland+2001,72
80075,parallel+sons+1995,85
287241,the+journey+1992,23
238228,beauty+and+the+beast+the+enchanted+christmas+1997,48
160796,dead+kids+1981,49
79894,raising+cain+1992,51
67572,butley+1974,68
71088,le+doulos+1963,89
86209,the+moon-spinners+1964,119
138584,the+man+with+the+golden+gun+1974,76
317834,insomnia+2002,49
202591,in+cold+blood+1967,37
329423,trespass+1992,13
123688,crook+2004,55
334060,lone+wolf+and+cub+baby+cart+in+the+land+of+demons+1973,34
292370,vile+2011,77
251339,going+to+pieces+the+rise+and+fall+of+the+slasher+film+2006,70
327230,quadrophenia+1979,92
195688,madison+avenue+1962,65
272141,death+wish+1974,29
149223,margin+call+2011,40
277058,superbad+2007,40
307757,morocco+1930,90
67760,crime+wave+1954,64
327420,bill+hicks+sane+man+1989,61
306334,imagine+john+lennon+1988,80
238609,mildred+pierce+1945,37
311516,cool+air+2006,26
161843,of+unknown+origin+1983,19
60465,the+island+of+dr.+moreau+1996,73
310702,hatari+1962,26
137267,gnomeo++juliet+2011,58
310653,the+best+offer+2013,110
173346,the+story+of+louis+pasteur+1936,41
218228,red+rock+west+1993,70
14350,stockholm+stories+2013,1
192829,late+autumn+2010,9
252022,the+twilight+saga+new+moon+2009,10
180566,shaolin+kung-fu+mystagogue+1977,20
253933,detroit+rock+city+1999,25
26654,its+a+disaster+2013,63
131044,fire+and+ice+the+dragon+chronicles+2008,47
177194,homecoming+2009,55
144080,virgin+stripped+bare+by+her+bachelors+2000,124
126683,history+of+the+eagles+2013,35
126743,possessed+1947,36
23576,monsters+university+2013,99
53989,sextette+1978,92
145272,a+passage+to+india+1984,146
168943,the+navigator+a+medieval+odyssey+1988,44
104586,cherry+tree+lane+2010,31
328647,thesis+1996,32
286785,justice+league+the+new+frontier+2008,10
181413,alive+day+memories+home+from+iraq+2007,8
259440,madman+1982,5
243030,shadows+in+paradise+1986,9
132299,transformers+age+of+extinction+2014,14
117140,shy+people+1987,2
160234,oceans+2009,0
36459,avalon+2001,5
168515,orders+signed+in+white+1974,3
15708,bill+burr+im+sorry+you+feel+that+way+2014,0
71212,shoot+to+kill+1988,0
334356,fay+grim+2006,0
267406,white+reindeer+2013,39
152094,seabiscuit+2003,3
182769,twogether+1994,107
165867,narco+cultura+2013,2
312586,a+time+to+kill+1996,137
16782,alive+and+ticking+2011,81
162020,miss+you+can+do+it+2013,60
302184,110901+-+september+11+2002,68
217018,the+merchant+of+four+seasons+1971,21
228484,bronx+obama+2014,90
95079,avalon+1990,76
270974,beautiful+boxer+2004,36
257839,pat+and+mike+1952,63
187513,monsoon+wedding+2001,72
165651,julias+eyes+2010,16
82319,venus+wars+1989,30
194933,assassination+on+the+tiber+1979,97
209906,julia+2008,24
208307,paradise+lost+the+child+murders+at+robin+hood+hills+1996,85
172757,the+man+of+the+year+2003,88
62175,beyond+re-animator+2003,72
274284,black+cloud+2004,64
96821,oslo_+august+31st+2011,68
58054,calculator+2014,58
49003,the+place+beyond+the+pines+2013,79
54026,hustle++flow+2005,111
235258,paradise+canyon+1935,29
69181,no+man+of+her+own+1950,54
343076,taqke+aim+at+the+police+van+1960,74
351871,burne+2008,9
42403,seven+pounds+2008,9
348465,claire+dolan+1998,85
111712,the+imaginarium+of+doctor+parnassus+2009,47
159614,adventures+of+arsene+lupin+2004,111
46850,aftermath+2012,34
294124,the+kings+of+mykonos+2010,97
135660,shadow+of+a+doubt+1943,28
181527,spartacus+1960,125
247423,along+came+a+spider+2001,17
49639,man+of+the+world+1931,16
35032,gone+2012,70
163354,the+racket+1928,11
199990,the+flesh+merchant+1956,45
337642,snow+flower+and+the+secret+fan+2011,82
351626,anne+of+green+gables+1985,186
115577,black+mask+1996,78
275142,sexy+baby+2012,34
351705,the+big+heat+1953,76
71154,a+little+help+2010,15
1684,the+house+of+sand+2005,37
288008,dragon+2011,106
3778,now+you+see+me+2013,98
112307,the+chemical+brothers+dont+think+2012,114
15355,the+boys+are+back+2009,72
228140,mail+order+bride+1964,75
347418,nora+roberts+angels+fall+2007,14
49135,the+fog+of+war+2003,58
22045,13+lakes+2004,5
241926,roll+bounce+2005,109
96945,ultramarathon+man+50+marathons_+50+states_+50+days+2008,38
240336,mesrine+public+enemy+1+2008,78
232438,braindead+1992,63
64837,stash+house+2012,37
73240,glory+1989,9
131151,happy+feet+2006,47
143293,LY49TF4THZbuAMDHYgxqVoGmnzTbcAA91E78,34
335411,fear+1990,45
204143,the+boat+that+rocked+2009,41
84283,the+secret+life+of+words+2005,88
1523,everything+relative+1996,59
320074,a+cruel+romance+1984,82
21687,the+worlds+greatest+lover+1977,41
219020,the+phantom+of+the+opera+2004,125
267386,my+beautiful+laundrette+1985,10
207378,the+german+doctor+2013,21
194770,decoy+1946,17
242744,swing+vote+2008,109
108473,the+big+red+one+1980,65
33182,protocols+of+zion+2005,12
188108,snow+angels+2008,57
350640,scum+1979,80
176236,salvador+1986,90
90751,raining+stones+1993,50
331961,the+beast+1975,6
63344,forever+young+1992,37
231699,the+game+1997,46
261589,joe+dirt+2001,71
224279,the+big+steal+1949,48
249085,national+treasure+2004,29
244987,the+nun+1966,136
166949,central+park+1990,157
266197,takedown+2000,62
312730,algiers+1938,17
194019,floating+weeds+1959,108
205723,brick+2005,23
297398,foxy+brown+1974,58
157466,the+croods+2013,55
109706,ten+violent+women+1982,67
101355,the+wedding+date+2005,37
30271,fragile+2005,16
264652,tai+chi+hero+2012,78
81296,fist+of+fury+1972,15
144066,paan+singh+tomar+2012,61
342579,mac+1992,24
150945,veronika+decides+to+die+2009,54
16209,terraferma+2011,3
260480,holidays+by+the+sea+2011,14
143884,in+old+arizona+1928,81
194282,reggie+watts+why+shit+so+crazy+2010,4
12012,topaze+1951,96
163753,dont+be+a+menace+to+south+central+while+drinking+your+juice+in+the+hood+1996,41
89395,god+on+trial+2008,47
240747,the+peach+thief+1964,43
41780,beyond+the+front+line+2004,40
147495,grown+up+movie+star+2009,8
26312,housesitter+1992,81
236861,the+wise+kids+2011,17
215602,scream+3+2000,76
1430,quartier+mozart+1992,72
299423,reign+over+me+2007,114
42874,the+way+way+back+2013,1
21065,the+book+thief+2013,78
26001,the+wages+of+fear+1953,16
289749,symphony+of+the+soil+2013,96
7916,the+point+1971,25
185219,die+2010,16
68247,alan++naomi+1992,54
97205,lucia+2013,91
98839,911+2002,112
35322,the+spiral+staircase+1946,37
255866,norikos+dinner+table+2005,106
252136,melancholia+2011,8
8433,noahs+ark+1999,10
337998,radio+2003,90
146909,libre+change+2010,83
221616,top+banana+1954,71
343437,the+double+hour+2009,91
74298,conspiracy+2001,63
275990,godzillas+revenge+1969,24
217596,the+rape+of+europa+2006,83
61317,the+trespasser+1929,15
174729,new+dragon+gate+inn+1992,14
297171,goya+in+bordeaux+1999,31
29663,royal+palace+2005,18
217842,the+afternoon+of+a+torturer+2001,77
40371,dorian+gray+1970,91
315752,the+abominable+dr.+phibes+1971,73
156771,solomon+kane+2009,77
84789,halloweentown+1998,26
316357,silver+streak+1976,21
323366,small+roads+2011,1
158205,zoo+in+budapest+1933,82
279072,white+heat+1949,43
87929,the+skin+i+live+in+2011,107
231539,the+subject+was+roses+1968,42
4369,the+public+woman+1984,108
